Name,Season,AWS_MEAN
"Hart,Josh",2020,6.707894736842103
"Hartenstein,Isaiah",2019,2.030952380952381
"Hartenstein,Isaiah",2020,4.652500000000001
"Haslem,Udonis",2018,0.34375000000000006
"Haslem,Udonis",2019,0.8214285714285714
"Haslem,Udonis",2020,0.01666666666666668
"Hayes,Jaxson",2020,5.111111111111113
"Hayes,Nigel",2018,1.5125000000000002
"Hayward,Gordon",2018,0.10000000000000009
"Hayward,Gordon",2019,7.808124999999999
"Hayward,Gordon",2020,10.90777777777778
"Hearn,Reggie",2018,0.4333333333333333
"Henry,Myke",2018,3.97
"Henson,John",2018,6.8160256410256395
"Henson,John",2019,4.971428571428571
"Henson,John",2020,4.951315789473685
"Hernandez,Dewan",2020,0.8
"Hernangómez,Juan",2018,2.280952380952381
"Hernangómez,Juan",2019,3.995522388059703
"Hernangómez,Juan",2020,3.9238636363636346
"Hernangómez,Willy",2018,4.301136363636363
"Hernangómez,Willy",2019,5.356140350877193
"Hernangómez,Willy",2020,4.8999999999999995
"Herro,Tyler",2020,6.643617021276594
